-10 484
-9.9 475.24
-9.8 466.56
-9.7 457.96
-9.6 449.44
-9.5 441
-9.4 432.64
-9.3 424.36
-9.2 416.16
-9.1 408.04
-9 400
-8.9 392.04
-8.8 384.16
-8.7 376.36
-8.6 368.64
-8.5 361
-8.4 353.44
-8.3 345.96
-8.2 338.56
-8.1 331.24
-8 324
-7.9 316.84
-7.8 309.76
-7.7 302.76
-7.6 295.84
-7.5 289
-7.4 282.24
-7.3 275.56
-7.2 268.96
-7.1 262.44
-7 256
-6.9 249.64
-6.8 243.36
-6.7 237.16
-6.6 231.04
-6.5 225
-6.4 219.04
-6.3 213.16
-6.2 207.36
-6.1 201.64
-6 196
-5.9 190.44
-5.8 184.96
-5.7 179.56
-5.6 174.24
-5.5 169
-5.4 163.84
-5.3 158.76
-5.2 153.76
-5.1 148.84
-5 144
-4.9 139.24
-4.8 134.56
-4.7 129.96
-4.6 125.44
-4.5 121
-4.4 116.64
-4.3 112.36
-4.2 108.16
-4.1 104.04
-4 100
-3.9 96.04
-3.8 92.16
-3.7 88.36
-3.6 84.64
-3.5 81
-3.4 77.44
-3.3 73.96
-3.2 70.56
-3.1 67.24
-3 64
-2.9 60.84
-2.8 57.76
-2.7 54.76
-2.6 51.84
-2.5 49
-2.4 46.24
-2.3 43.56
-2.2 40.96
-2.1 38.44
-2 36
-1.9 33.64
-1.8 31.36
-1.7 29.16
-1.6 27.04
-1.5 25
-1.4 23.04
-1.3 21.16
-1.2 19.36
-1.1 17.64
-1 16
-0.9 14.44
-0.8 12.96
-0.7 11.56
-0.6 10.24
-0.5 9
-0.4 7.84
-0.3 6.76
-0.2 5.76
-0.1 4.84
-1.87905e-14 4
0.1 3.24
0.2 2.56
0.3 1.96
0.4 1.44
0.5 1
0.6 0.64
0.7 0.36
0.8 0.16
0.9 0.04
1 1.42488e-27
1.1 0.04
1.2 0.16
1.3 0.36
1.4 0.64
1.5 1
1.6 1.44
1.7 1.96
1.8 2.56
1.9 3.24
2 4
2.1 4.84
2.2 5.76
2.3 6.76
2.4 7.84
2.5 9
2.6 10.24
2.7 11.56
2.8 12.96
2.9 14.44
3 16
3.1 17.64
3.2 19.36
3.3 21.16
3.4 23.04
3.5 25
3.6 27.04
3.7 29.16
3.8 31.36
3.9 33.64
4 36
4.1 38.44
4.2 40.96
4.3 43.56
4.4 46.24
4.5 49
4.6 51.84
4.7 54.76
4.8 57.76
4.9 60.84
5 64
5.1 67.24
5.2 70.56
5.3 73.96
5.4 77.44
5.5 81
5.6 84.64
5.7 88.36
5.8 92.16
5.9 96.04
6 100
6.1 104.04
6.2 108.16
6.3 112.36
6.4 116.64
6.5 121
6.6 125.44
6.7 129.96
6.8 134.56
6.9 139.24
7 144
7.1 148.84
7.2 153.76
7.3 158.76
7.4 163.84
7.5 169
7.6 174.24
7.7 179.56
7.8 184.96
7.9 190.44
8 196
8.1 201.64
8.2 207.36
8.3 213.16
8.4 219.04
8.5 225
8.6 231.04
8.7 237.16
8.8 243.36
8.9 249.64
9 256
9.1 262.44
9.2 268.96
9.3 275.56
9.4 282.24
9.5 289
9.6 295.84
9.7 302.76
9.8 309.76
9.9 316.84
10 324
